,bookID,title,authors,author_only,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
3503,12703,Wuthering Heights,Emily Brontë/Alice Hoffman,Emily Brontë,3.85,451529251,9780000000000.0,eng,322.0,1898.0,201,3/2/04,Signet
5561,20234,Wings of Fire (Inspector Ian Rutledge #2),Charles Todd,Charles Todd,3.99,312965680,9780000000000.0,eng,323.0,5029.0,438,5/15/99,St. Martin's Paperbacks
3190,11653,I Married a Communist (The American Trilogy #2),Philip Roth,Philip Roth,3.81,375707212,9780000000000.0,eng,323.0,4996.0,325,11/2/99,Vintage
10364,41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,Alex Kotlowitz,4.27,385265565,9780000000000.0,eng,323.0,12092.0,837,1/5/92,Anchor
9596,38169,Alas Babylon,Pat Frank,Pat Frank,4.08,60741872,9780000000000.0,eng,323.0,33140.0,2614,7/5/05,HarperCollins
2610,9553,Shadow Game (GhostWalkers #1),Christine Feehan,Christine Feehan,4.12,515135968,9780000000000.0,eng,323.0,15827.0,616,8/26/03,Berkley
6957,26207,Spells and Sleeping Bags (Magic in Manhattan #3),Sarah Mlynowski,Sarah Mlynowski,4.05,385733879,9780000000000.0,eng,324.0,4370.0,221,6/26/07,Delacorte Books for Young Readers
10053,40425,Tarzan of the Apes (Tarzan #1),Edgar Rice Burroughs,Edgar Rice Burroughs,3.9,809599813,9780000000000.0,eng,324.0,31734.0,1573,9/1/03,Wildside Press
421,1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,Homer,3.76,140449116,9780000000000.0,eng,324.0,2543.0,167,1/30/03,Penguin
9101,35414,Allegiance (Star Wars),Timothy Zahn,Timothy Zahn,3.99,345477383,9780000000000.0,eng,324.0,6874.0,280,1/30/07,Del Rey
11152,45662,Ender's Game (Ender's Saga #1),Orson Scott Card,Orson Scott Card,4.3,812550706,9780000000000.0,eng,324.0,1242211.0,45621,9/30/04,Tor Books
2623,9593,Galápagos,Kurt Vonnegut Jr.,Kurt Vonnegut Jr.,3.88,385333870,9780000000000.0,eng,324.0,55850.0,1990,1/12/99,Dial Press
4530,16297,Cards on the Table (Hercule Poirot #15),Agatha Christie,Agatha Christie,3.92,425205959,9780000000000.0,eng,324.0,25236.0,1046,7/5/05,Berkley
27,28,Notes from a Small Island,Bill Bryson,Bill Bryson,3.91,380727501,9780000000000.0,eng,324.0,80609.0,3301,5/28/97,William Morrow
8540,32750,Brown Girl Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,Paule Marshall,4.07,1558614982,9780000000000.0,eng,324.0,2466.0,107,8/1/06,Feminist Press
7740,29797,The Pilgrim's Progress,John Bunyan,John Bunyan,4.0,486426750,9780000000000.0,eng,324.0,87175.0,1875,2/10/03,Dover Publications
2378,8646,Crow Lake,Mary Lawson,Mary Lawson,3.88,385337639,9780000000000.0,eng,324.0,14109.0,1591,1/13/03,Dial Press Trade Paperback
5128,18488,Frankenstein or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,Mary Wollstonecraft Shelley,3.79,743487583,9780000000000.0,eng,324.0,12897.0,780,5/1/04,Pocket Books
2834,10514,Travels in Hyperreality,Umberto Eco/John Radziewicz/William Weaver,Umberto Eco,3.89,156913216,9780000000000.0,eng,324.0,2021.0,78,5/27/90,Mariner Books
1752,6149,Beloved,Toni Morrison,Toni Morrison,3.83,1400033411,9780000000000.0,eng,324.0,282045.0,9004,6/8/04,Vintage
1855,6545,In the Dark of the Night,John Saul,John Saul,3.88,034548701X,9780000000000.0,eng,324.0,4278.0,178,7/18/06,Ballantine Books
9898,39792,The Man Who Smiled (Kurt Wallander #4),Henning Mankell/Laurie Thompson,Henning Mankell,3.93,1565849930,9780000000000.0,eng,325.0,14322.0,521,9/19/06,The New Press
8761,33723,Girls' Night In,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,Lauren Henderson,3.63,373250746,9780000000000.0,eng,325.0,12765.0,185,8/25/04,Red Dress Ink
10034,40342,Two for the Dough (Stephanie Plum #2),Janet Evanovich,Janet Evanovich,4.11,312948964,9780000000000.0,eng,325.0,2509.0,292,6/29/07,St. Martin's Press
10354,41885,Sense and Sensibility,Jane Austen,Jane Austen,4.07,1593081251,9780000000000.0,eng,325.0,1278.0,153,7/25/04,Barnes and Noble
8822,33956,The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles #1),Joseph Delaney,Joseph Delaney,3.99,99456451,9780000000000.0,eng,325.0,2956.0,242,6/30/05,Red Fox
8917,34492,Wintersmith (Discworld #35; Tiffany Aching #3),Terry Pratchett,Terry Pratchett,4.24,60890312,9780000000000.0,eng,325.0,42146.0,1230,10/1/06,HarperCollins
11155,45665,The Girl on the Train,Paula Hawkins,Paula Hawkins,3.95,1594633665,9780000000000.0,eng,325.0,2479057.0,116521,1/13/15,Riverhead Books
2266,8084,Beauty,Robin McKinley,Robin McKinley,4.05,60753102,9780000000000.0,eng,325.0,3258.0,478,7/26/05,HarperCollins
8690,33455,Island of the Sequined Love Nun,Christopher Moore,Christopher Moore,3.8,60735449,9780000000000.0,eng,325.0,27534.0,1247,5/25/04,HarperCollins
8260,31693,Persuasion,Jane Austen/Gillian Beer,Jane Austen,4.14,141439688,9780000000000.0,eng,325.0,5236.0,544,4/29/03,Penguin
1990,7101,The 42nd Parallel (U.S.A. #1),John Dos Passos,John Dos Passos,3.82,618056815,9780000000000.0,eng,326.0,5290.0,321,5/25/00,Mariner Books
2874,10613,Night Shift,Stephen King,Stephen King,4.0,451170113,9780000000000.0,eng,326.0,1290.0,84,2/1/79,Signet
1826,6425,Hard Eight (Stephanie Plum #8),Janet Evanovich/Lorelei King,Janet Evanovich,4.17,312983867,9780000000000.0,eng,326.0,101730.0,1878,6/16/03,St. Martin's Press
2287,8178,Birthright (Diablo: The Sin War #1),Richard A. Knaak,Richard A. Knaak,3.74,743471229,9780000000000.0,eng,326.0,1246.0,69,10/1/06,Pocket Books
9000,34908,Here There Be Dragons (Chronicles of the Imaginarium Geographica #1),James A. Owen,James A. Owen,3.86,1416912274,9780000000000.0,eng,326.0,10103.0,917,9/26/06,Simon and Schuster
9900,39795,The Dogs of Riga (Kurt Wallander #2),Henning Mankell/Laurie Thompson,Henning Mankell,3.72,1400031524,9780000000000.0,eng,326.0,17060.0,1016,4/13/04,Vintage
1121,3762,On Her Majesty's Secret Service (James Bond #11),Ian Fleming,Ian Fleming,3.96,142003255,9780000000000.0,eng,326.0,14108.0,428,9/2/03,Penguin
2751,10105,The Last Wife of Henry VIII,Carolly Erickson,Carolly Erickson,3.89,312352182,9780000000000.0,eng,326.0,10702.0,366,10/3/06,St. Martin's Press
1686,5845,A Bend in the River,V.S. Naipaul,V.S. Naipaul,3.77,330487140,9780000000000.0,eng,326.0,13147.0,690,5/10/02,Picador USA
1310,4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,Jonathan Safran Foer,3.98,618711651,9780000000000.0,eng,326.0,335477.0,19241,4/4/06,Mariner Books
3707,13398,Operation Barracuda (Tom Clancy's Splinter Cell #2),David  Michaels/Raymond Benson/Tom Clancy,David  Michaels,4.02,425204227,9780000000000.0,eng,326.0,5062.0,79,11/1/05,Berkley
775,2526,Blindness,José Saramago/Giovanni Pontiero,José Saramago,4.11,156007754,9780000000000.0,eng,326.0,107455.0,7778,10/4/99,Mariner Books
7708,29619,Ghost Hunter (Ghost Hunters #3),Jayne Castle/Jayne Ann Krentz,Jayne Castle,4.14,515141402,9780000000000.0,eng,327.0,4349.0,170,5/30/06,Jove Books
9471,37553,Sense and Sensibility,Jane Austen/Claire Lamont/James Kinsley,Jane Austen,4.07,192804782,9780000000000.0,eng,327.0,6853.0,249,4/29/04,Oxford University Press
4131,14706,Faust First Part,Johann Wolfgang von Goethe/Peter Salm,Johann Wolfgang von Goethe,3.93,553213482,9780000000000.0,eng,327.0,48213.0,675,7/1/88,Bantam
6528,24583,The Adventures of Huckleberry Finn (Adventures of Tom and Huck #2),Mark Twain/Guy Cardwell/John Seelye,Mark Twain,3.82,142437174,9780000000000.0,eng,327.0,1205729.0,17199,12/31/02,Penguin
7713,29624,Orchid (St. Helen's #3),Jayne Castle/Jayne Ann Krentz,Jayne Castle,4.15,671569023,9780000000000.0,eng,327.0,3748.0,102,5/1/98,Pocket Books
5291,19075,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,Gustave Flaubert,3.67,140449124,9780000000000.0,eng,327.0,3620.0,394,12/31/02,Penguin
2611,9556,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,Haruki Murakami,3.86,99448750,9780000000000.0,eng,327.0,1299.0,128,12/1/03,Vintage
1036,3479,Sugarplums and Scandal (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,Lori Avocato,3.98,61136956,9780000000000.0,eng,327.0,1967.0,66,10/31/06,Avon
906,2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,Mark Twain,3.82,142437174,9780000000000.0,eng,327.0,1049912.0,11391,12/31/02,Penguin
2136,7670,The andromeda Strain (andromeda #1),Michael Crichton,Michael Crichton,3.89,60541814,9780000000000.0,eng,327.0,202043.0,2850,10/28/03,Avon
9455,37471,Them: Adventures with Extremists,Jon Ronson,Jon Ronson,3.95,330375466,9780000000000.0,eng,328.0,1103.0,96,2/8/02,Pan Macmillan Ltd. (London)
5445,19595,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,James   McBride,4.09,159448192X,9780000000000.0,eng,328.0,1597.0,157,2/7/06,Riverhead Books
10192,41179,Miracleman Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,Alan Moore,4.39,1560600802,9780000000000.0,eng,328.0,1768.0,93,4/21/15,Marvel Comics
3533,12840,Second Ring of Power,Carlos Castañeda,Carlos Castañeda,4.03,671732471,9780000000000.0,eng,328.0,2779.0,33,4/1/91,Washington Square Press
1595,5477,1984,George Orwell/Erich Fromm,George Orwell,4.19,451516753,9780000000000.0,eng,328.0,3758462.0,86856,7/1/50,Signet
8769,33737,Manhunting,Jennifer Crusie,Jennifer Crusie,3.77,373772513,9780000000000.0,eng,328.0,13317.0,697,1/30/07,HQN
2396,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,Al Gore,3.77,1594865671,9780000000000.0,eng,328.0,5783.0,433,5/24/06,Rodale Books
10110,40763,Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,Gustave Flaubert,3.86,1564783936,9780000000000.0,eng,328.0,2820.0,103,3/28/06,Dalkey Archive Press
226,537,The Lovely Bones,Alice Sebold,Alice Sebold,3.81,330485385,9780000000000.0,eng,328.0,6485.0,966,6/1/03,Picador
8688,33453,You Suck (A Love Story #2),Christopher Moore,Christopher Moore,3.83,60590297,9780000000000.0,eng,328.0,42028.0,2416,1/16/07,William Morrow
11172,45682,Eleanor and Park,Rainbow Rowell,Rainbow Rowell,3.99,1250012570,9780000000000.0,eng,328.0,1021408.0,72054,2/26/13,St. Martin's Press
1500,5187,The Book of Ruth,Jane Hamilton,Jane Hamilton,3.85,385265700,9780000000000.0,eng,328.0,63595.0,1222,12/1/89,Anchor
8213,31474,Slaughterhouse: The Shocking Story of Greed Neglect and Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,Gail A. Eisnitz,4.35,1591024501,9780000000000.0,eng,328.0,1250.0,144,11/1/06,Prometheus Books
1904,6749,Oblivion,David Foster Wallace,David Foster Wallace,4.07,316010766,9780000000000.0,eng,329.0,10633.0,701,8/30/05,Back Bay Books
5289,19068,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,Aristotle,3.94,140449493,9780000000000.0,eng,329.0,23683.0,472,1/29/04,Penguin
2110,7588,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,James Joyce,3.61,142437344,9780000000000.0,eng,329.0,108179.0,3536,3/25/03,Penguin
9130,35465,Yoda: Dark Rendezvous,Sean Stewart,Sean Stewart,3.88,345463099,9780000000000.0,eng,329.0,3972.0,116,11/23/04,Del Rey
6138,23001,Galatea 2.2,Richard Powers,Richard Powers,3.72,312423136,9780000000000.0,eng,329.0,2155.0,191,1/1/04,Picador
6674,25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,Simon Winchester,3.82,60931809,9780000000000.0,eng,329.0,10452.0,539,7/30/02,Perennial
1796,6294,Howl's Moving Castle (Howl's Moving Castle #1),Diana Wynne Jones,Diana Wynne Jones,4.29,006441034X,9780000000000.0,eng,329.0,161582.0,9026,8/1/01,HarperCollins
10852,44230,The Silver Pigs (Marcus Didius Falco #1),Lindsey Davis,Lindsey Davis,3.94,031235777X,9780000000000.0,eng,329.0,8882.0,561,10/3/06,Minotaur Books
5915,22207,Lullabies for Little Criminals,Heather O'Neill,Heather O'Neill,3.98,60875070,9780000000000.0,eng,330.0,18419.0,1371,10/17/06,HarperCollins
5524,19916,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,Angela Knight,3.9,425213439,9780000000000.0,eng,330.0,3681.0,92,1/2/07,Berkley
6253,23521,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,Edith Hamilton,4.0,446607258,9780000000000.0,eng,330.0,1747.0,192,8/1/99,Warner
8949,34570,Team Yankee,Harold Coyle,Harold Coyle,4.07,425110427,9780000000000.0,eng,330.0,8870.0,131,9/1/88,Berkley
984,3311,Self,Yann Martel,Yann Martel,3.43,571219764,9780000000000.0,eng,331.0,2359.0,146,4/7/03,Faber  Faber
835,2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,Dave Pelzer,4.1,1558745157,9780000000000.0,eng,331.0,52028.0,2513,8/1/97,Health Communications Inc
121,208,A Shadow in Summer (Long Price Quartet #1),Daniel Abraham,Daniel Abraham,3.6,765313405,9780000000000.0,eng,331.0,9852.0,633,3/7/06,Tor Books
75,106,Dune Messiah (Dune Chronicles #2),Frank Herbert,Frank Herbert,3.88,441172695,9780000000000.0,eng,331.0,97494.0,2359,7/15/87,Ace Books
918,2998,The Secret Garden,Frances Hodgson Burnett,Frances Hodgson Burnett,4.14,517189607,9780000000000.0,eng,331.0,1017630.0,22693,9/1/98,Children's Classics
6378,23944,Cities of the Red Night,William S. Burroughs,William S. Burroughs,3.77,312278462,9780000000000.0,eng,332.0,3893.0,196,5/4/01,Picador
8528,32692,Gerald's Game,Stephen King,Stephen King,3.51,831727527,9780000000000.0,eng,332.0,117178.0,2678,9/1/92,Smithmark Publishers
4053,14358,A Ring of Endless Light (Austin Family #4),Madeleine L'Engle,Madeleine L'Engle,4.15,440910811,9780000000000.0,eng,332.0,16755.0,620,9/1/95,Bantam
2687,9833,Blind Willow Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,Haruki Murakami,3.84,1400044618,9780000000000.0,eng,333.0,22847.0,1280,8/29/06,Knopf
587,1888,Pride and Prejudice,Jane Austen,Jane Austen,4.26,192802380,9780000000000.0,eng,333.0,2399.0,253,2/11/04,Oxford University Press
2444,8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,James Shapiro,4.09,60088745,9780000000000.0,eng,333.0,2330.0,252,6/13/06,HarperCollins
2784,10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer a Man Who Would Cure the World,Tracy Kidder,Tracy Kidder,4.21,812973011,9780000000000.0,eng,333.0,63813.0,4347,8/31/04,Random House
1425,4950,The Hungry Tide,Amitav Ghosh,Amitav Ghosh,3.95,061871166X,9780000000000.0,eng,333.0,11838.0,815,6/7/06,Mariner Books
50,71,Traders Guns and Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,Satyajit Das,3.83,273704745,9780000000000.0,eng,334.0,1456.0,82,5/15/06,FT Press
1071,3597,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Arthur Conan Doyle,4.33,517174960,9780000000000.0,eng,334.0,2184.0,87,7/1/01,Gramercy Books
11166,45676,Educated: A Memoir,Tara Westover,Tara Westover,4.47,399590501,9780000000000.0,eng,334.0,1125145.0,86455,2/10/18,Random House
7731,29737,My Life as a Man,Philip Roth,Philip Roth,3.73,067974827X,9780000000000.0,eng,334.0,1561.0,101,1/13/94,Vintage
6730,25177,The Five Bells and Bladebone (Richard Jury #9),Martha Grimes,Martha Grimes,3.93,451410386,9780000000000.0,eng,334.0,2884.0,97,6/1/02,NAL
311,935,Geisha of Gion,Mineko Iwasaki/Rande Brown,Mineko Iwasaki,3.93,074343059X,9780000000000.0,eng,334.0,1556.0,158,5/6/03,Pocket Books
479,1519,The Oresteia: Agamemnon The Libation Bearers The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,Aeschylus,4.02,140443339,9780000000000.0,eng,335.0,28726.0,591,2/7/84,Penguin
10717,43641,Water for Elephants,Sara Gruen,Sara Gruen,4.1,1565125606,9780000000000.0,eng,335.0,1490585.0,60220,5/1/07,Algonquin Books
3948,14004,Jinx High (Diana Tregarde #3),Mercedes Lackey,Mercedes Lackey,3.83,765313197,9780000000000.0,eng,335.0,3507.0,66,9/5/00,St. Martins Press-3PL
8498,32581,Lolita,Vladimir Nabokov/Martin Amis,Vladimir Nabokov,3.88,679410430,9780000000000.0,eng,335.0,736132.0,26690,3/9/93,Everyman's Library
4957,17866,Glasshouse,Charles Stross,Charles Stross,3.87,441014038,9780000000000.0,eng,335.0,8975.0,464,6/27/06,Ace Books
10295,41681,The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,Upton Sinclair,3.74,1884365302,9780000000000.0,eng,335.0,110423.0,4133,4/1/03,See Sharp Press
4556,16349,Hercule Poirot's Christmas (Hercule Poirot #20),Agatha Christie,Agatha Christie,3.94,7120699,9780000000000.0,eng,335.0,26085.0,1497,9/1/01,HarperCollins
8312,31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,James B. South,4.06,812695313,9780000000000.0,eng,335.0,2519.0,85,3/13/03,Open Court
4705,16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,Richard Rhodes,4.05,375708227,9780000000000.0,eng,335.0,1864.0,93,12/18/03,Vintage
23,24,In a Sunburned Country,Bill Bryson,Bill Bryson,4.07,767903862,9780000000000.0,eng,335.0,72451.0,4245,5/15/01,Broadway Books
4800,17214,Starship Troopers,Robert A. Heinlein,Robert A. Heinlein,4.01,441783589,9780000000000.0,eng,335.0,164740.0,3962,5/15/87,Ace Book
937,3066,The Fixer,Bernard Malamud/Jonathan Safran Foer,Bernard Malamud,3.96,374529388,9780000000000.0,eng,335.0,8624.0,409,5/5/04,Farrar  Straus and Giroux
4905,17673,The Anthropology of Turquoise: Reflections on Desert Sea Stone and Sky,Ellen Meloy,Ellen Meloy,4.04,375708138,9780000000000.0,eng,336.0,1063.0,159,7/8/03,Vintage
1376,4796,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,John Steinbeck,3.99,143039482,9780000000000.0,eng,336.0,32091.0,1517,8/26/08,Penguin
9856,39518,Gilda Joyce: Psychic Investigator (Gilda Joyce #1),Jennifer Allison,Jennifer Allison,3.89,142406988,9780000000000.0,eng,336.0,5227.0,400,11/23/06,Puffin Books
9741,38835,The Olive Farm: A Memoir of Life Love and Olive Oil in the South of France,Carol Drinkwater,Carol Drinkwater,3.81,142001309,9780000000000.0,eng,336.0,3269.0,174,6/25/02,Penguin
9008,34941,The Phantom Menace (Star Wars: Novelizations #1),Terry Brooks/George Lucas,Terry Brooks,3.57,99409968,9780000000000.0,eng,336.0,13158.0,455,3/2/00,Arrow
5906,22195,The Zero,Jess Walter,Jess Walter,3.51,60898658,9780000000000.0,eng,336.0,1976.0,297,8/29/06,HarperCollins
4537,16307,Hallowe'en Party (Hercule Poirot #39),Agatha Christie,Agatha Christie,3.66,7120680,9780000000000.0,eng,336.0,20656.0,1246,9/3/01,HarperCollins
3254,11900,72 Hour Hold,Bebe Moore Campbell,Bebe Moore Campbell,3.81,1400033616,9780000000000.0,eng,336.0,1746.0,184,7/11/06,Anchor
7743,29811,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,Helen L. Taylor,4.26,802449247,9780000000000.0,eng,336.0,2065.0,136,2/1/06,Moody Publishers
953,3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,Gordon S. Wood,3.97,1594200939,9780000000000.0,eng,336.0,3259.0,187,5/18/06,Penguin
435,1427,The Zahir,Paulo Coelho/Margaret Jull Costa,Paulo Coelho,3.57,60832819,9780000000000.0,eng,336.0,58917.0,2575,7/3/06,HarperCollins
10014,40287,Wyrms,Orson Scott Card,Orson Scott Card,3.38,765305607,9780000000000.0,eng,336.0,4984.0,202,4/5/03,Orb Books
11170,45680,The Selection (The Selection #1),Kiera Cass,Kiera Cass,4.1,62059939,9780000000000.0,eng,336.0,1210501.0,62639,4/24/12,HarperCollins
10752,43799,Exit to Eden,Anne Rampling/Anne Rice,Anne Rampling,3.58,727853414,9780000000000.0,eng,336.0,12646.0,323,4/24/98,Severn House Publishers
8310,31910,Early Greek Philosophy,Jonathan Barnes,Jonathan Barnes,4.09,140448152,9780000000000.0,eng,336.0,2088.0,44,9/26/02,Penguin
7156,27410,The Library of Greek Mythology,Apollodorus/Robin Hard,Apollodorus,3.98,192839241,9780000000000.0,eng,336.0,1047.0,34,2/25/99,Oxford University Press
839,2761,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,Ernest Becker,4.16,684832402,9780000000000.0,eng,336.0,6599.0,635,5/8/97,Free Press
7296,28012,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,Martin E.P. Seligman,3.95,743222989,9780000000000.0,eng,336.0,8515.0,331,1/5/04,Atria Books
4496,16179,Sex with the Queen: 900 Years of Vile Kings Virile Lovers and Passionate Politics,Eleanor Herman,Eleanor Herman,3.91,60846739,9780000000000.0,eng,336.0,3808.0,315,4/11/06,William Morrow
5467,19671,The Archimedes Effect (Tom Clancy's Net Force #10),Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,Steve Perry,3.98,425204243,9780000000000.0,eng,336.0,1276.0,12,2/7/06,Berkley
